Inspection_ID (unique),MORTALITY_CENTER_ID,INSPECTION_DATE,INSPECTION_DECADE,INSPECTION_YEAR,SPECIES,LATITUDE,LONGITUDE,LANDOWNER_TYPE,OAK_WILT_CONFIRMED,SYMPTOM_VEINAL_NECROSIS,SYMPTOM_MORTALITY_PATTERN
,5769,4/10/07,2000s,2007,Live Oak,30.357381,-97.765418,Unknown,Yes,Yes,
,5807,4/10/07,2000s,2007,Live Oak,30.231707,-97.85688,Unknown,Yes,,
,5724,4/17/07,2000s,2007,Live Oak,30.263186,-97.798213,Unknown,Yes,Yes,
,5800,4/24/07,2000s,2007,Live Oak,30.246468,-97.831695,Unknown,Yes,Yes,Yes
,16684,5/1/07,2000s,2007,Live Oak,30.222062,-97.858447,Private,Yes,Yes,
,16684,5/1/07,2000s,2007,Live Oak,30.221941,-97.858178,Private,Yes,Yes,
,5723,5/8/07,2000s,2007,Live Oak,30.263473,-97.805209,Unknown,Yes,Yes,
,5670,5/15/07,2000s,2007,Live Oak,30.422712,-97.728319,Unknown,Yes,Yes,
,5768,5/21/07,2000s,2007,"Live Oak, Red Oak",30.354742,-97.765237,Unknown,Yes,,
,5806,5/22/07,2000s,2007,Live Oak,30.23207,-97.847673,Unknown,Yes,,Yes
,5669,5/24/07,2000s,2007,Live Oak,30.42343,-97.73275,Unknown,Yes,Yes,
,5670,5/24/07,2000s,2007,Live Oak,30.422836,-97.728286,Unknown,Yes,,Yes
,5771,5/29/07,2000s,2007,Live Oak,30.29513,-97.73358,Unknown,Yes,Yes,
,8445,5/29/07,2000s,2007,Live Oak,30.346114,-97.758078,Unknown,Yes,Yes,
,5829,5/30/07,2000s,2007,"Live Oak, Red Oak",30.253618,-97.778294,Unknown,Yes,,
,5797,5/31/07,2000s,2007,Live Oak,30.195268,-97.811782,Unknown,Yes,,
,5669,6/1/07,2000s,2007,Live Oak,30.422867,-97.733879,Private,Yes,,
,14526,6/4/07,2000s,2007,Live Oak,30.187106,-97.889962,Unknown,Yes,Yes,
,5829,6/11/07,2000s,2007,Live Oak,30.251868,-97.778558,Unknown,Yes,,Yes
,14506,6/11/07,2000s,2007,Live Oak,30.426473,-97.719395,Unknown,Yes,,
,5727,6/12/07,2000s,2007,Live Oak,30.248589,-97.792456,Unknown,Yes,,
,8445,6/12/07,2000s,2007,Live Oak,30.346639,-97.758582,Unknown,Yes,,
,14032,6/12/07,2000s,2007,Live Oak,30.201919,-97.860017,Unknown,Yes,,
,14522,6/12/07,2000s,2007,Live Oak,30.210485,-97.884843,Unknown,Yes,,
,5817,6/13/07,2000s,2007,Live Oak,30.206599,-97.844824,Unknown,Yes,,
,5727,6/14/07,2000s,2007,Live Oak,30.249115,-97.792881,Unknown,Yes,Yes,
,5797,6/14/07,2000s,2007,Live Oak,30.195384,-97.812217,Unknown,Yes,,
,5685,6/19/07,2000s,2007,"Live Oak, Red Oak",30.387777,-97.681166,Unknown,Yes,,Yes
,14525,6/19/07,2000s,2007,Live Oak,30.261528,-97.805608,Unknown,Yes,,
,5723,6/20/07,2000s,2007,Live Oak,30.262313,-97.804726,Unknown,Yes,,
,14506,6/26/07,2000s,2007,Live Oak,30.426673,-97.71881,Unknown,Yes,,
,14526,7/2/07,2000s,2007,Live Oak,30.184042,-97.889387,Unknown,Yes,,
,5817,7/9/07,2000s,2007,Live Oak,30.206231,-97.843427,Unknown,Yes,,
,5685,7/23/07,2000s,2007,Live Oak,30.381413,-97.678648,Unknown,Yes,,
,5723,7/24/07,2000s,2007,Live Oak,30.26139,-97.803514,Unknown,Yes,Yes,
,5723,7/24/07,2000s,2007,Live Oak,30.263633,-97.805398,Unknown,Yes,Yes,
,16684,7/25/07,2000s,2007,Live Oak,30.220449,-97.863371,Unknown,Yes,,
,14495,7/31/07,2000s,2007,Live Oak,30.241794,-97.734397,Unknown,Yes,,
,14506,8/9/07,2000s,2007,Live Oak,30.426743,-97.720914,Unknown,Yes,Yes,
,5743,8/13/07,2000s,2007,"Live Oak, Red Oak",30.250978,-97.791841,Unknown,Yes,Yes,
,5743,8/13/07,2000s,2007,"Live Oak, Red Oak",30.251182,-97.79214,Unknown,Yes,Yes,
,14556,8/14/07,2000s,2007,Live Oak,30.200321,-97.820483,Private,Yes,,
,14522,8/15/07,2000s,2007,Live Oak,30.209736,-97.886114,Unknown,Yes,,
,5725,8/28/07,2000s,2007,Live Oak,30.253748,-97.802905,Private,Yes,,Yes
,5742,9/6/07,2000s,2007,"Live Oak, Shumard Oak",30.254139,-97.790269,Unknown,Yes,,Yes
,5802,9/11/07,2000s,2007,Live Oaks,30.237628,-97.806477,Unknown,Yes,,
,5778,9/19/07,2000s,2007,"Live Oak, Red Oak",30.194182,-97.804689,Unknown,Yes,,Yes
,6281,9/19/07,2000s,2007,Live Oak,30.205177,-97.855267,Unknown,Yes,Yes,
,14526,9/19/07,2000s,2007,Live Oak,30.183841,-97.889363,Unknown,Yes,Yes,
,16904,9/20/07,2000s,2007,Live Oak,30.203116,-97.824871,Unknown,Yes,Yes,
,5817,10/2/07,2000s,2007,Live Oak,30.206642,-97.844922,Unknown,Yes,,
,14532,10/15/07,2000s,2007,Live Oak,30.408044,-97.759177,Private,Yes,,
,14532,10/15/07,2000s,2007,Live Oak,30.408363,-97.758996,Private,Yes,,
,14576,10/17/07,2000s,2007,Live Oak,30.480034,-97.773733,Unknown,Yes,,
,14534,10/23/07,2000s,2007,Live Oak,30.202333,-97.814972,Unknown,Yes,,
,5671,10/30/07,2000s,2007,Live Oak,30.422813,-97.723485,Unknown,Yes,Yes,
,14638,11/28/07,2000s,2007,Live Oak,30.305173,-97.773328,Unknown,Yes,,
,14538,12/11/07,2000s,2007,Live Oak,30.200323,-97.849773,Unknown,Yes,Yes,Yes
,5819,12/12/07,2000s,2007,Live Oak,30.204467,-97.841676,Unknown,Yes,Yes,
,14031,1/23/08,2000s,2008,Live Oak,30.210103,-97.850865,Private,Yes,Yes,
,14031,1/23/08,2000s,2008,Live Oak,30.209947,-97.850843,Private,Yes,Yes,
,14031,1/23/08,2000s,2008,Live Oak,30.209796,-97.850792,Private,Yes,Yes,
,14031,1/23/08,2000s,2008,Live Oak,30.209705,-97.850761,Private,Yes,Yes,
,14534,1/23/08,2000s,2008,Live Oak,30.209247,-97.817465,Unknown,Yes,,
,14526,2/6/08,2000s,2008,Live Oak,30.187097,-97.88806,Unknown,Yes,Yes,
,5800,2/14/08,2000s,2008,Live Oak,30.245287,-97.833473,Unknown,Yes,Yes,Yes
,5806,2/14/08,2000s,2008,Live Oak,30.23277,-97.847155,Unknown,Yes,,
,5809,2/20/08,2000s,2008,Live Oak,30.226268,-97.863196,Unknown,Yes,,
,5800,2/27/08,2000s,2008,Live Oak,30.246742,-97.831655,Unknown,Yes,,Yes
,14534,3/27/08,2000s,2008,Live Oak,30.202333,-97.814972,Unknown,Yes,,
,5812,3/31/08,2000s,2008,Live Oak,30.212173,-97.849731,Unknown,Yes,,Yes
,5685,4/1/08,2000s,2008,"Live Oak, Red Oak",30.385386,-97.682621,Unknown,Yes,,
,5829,4/2/08,2000s,2008,Live Oak,30.251868,-97.778558,Unknown,Yes,,
,14495,4/7/08,2000s,2008,Live Oak,30.242701,-97.734087,Unknown,Yes,,Yes
,14495,4/7/08,2000s,2008,Live Oak,30.242722,-97.734442,Unknown,Yes,,Yes
,8445,4/8/08,2000s,2008,"Live Oak, Red Oak",30.346264,-97.759367,Unknown,Yes,,
,5829,4/9/08,2000s,2008,Live Oak,30.251395,-97.779087,Unknown,Yes,,
,5735,4/10/08,2000s,2008,Live Oak,30.181008,-97.852301,Unknown,Yes,Yes,Yes
,5817,4/21/08,2000s,2008,Live Oak,30.206969,-97.844649,Unknown,Yes,,Yes
,14525,4/21/08,2000s,2008,Live Oak,30.261178,-97.8056,Unknown,Yes,,Yes
,5829,4/22/08,2000s,2008,Live Oak,30.25318,-97.778687,Unknown,Yes,,Yes
,5727,4/23/08,2000s,2008,Live Oak,30.248463,-97.795156,Unknown,Yes,Yes,
,5724,4/24/08,2000s,2008,Live Oak,30.262248,-97.799057,Unknown,Yes,,Yes
,14541,4/24/08,2000s,2008,Live Oak,30.207811,-97.87936,Unknown,Yes,Yes,Yes
,5806,4/28/08,2000s,2008,Live Oak,30.230072,-97.848998,Unknown,Yes,,Yes
,5829,4/28/08,2000s,2008,Live Oak,30.252849,-97.779854,Unknown,Yes,,Yes
,5670,4/30/08,2000s,2008,Live Oak,30.42347,-97.727258,Unknown,Yes,Yes,
,5731,4/30/08,2000s,2008,Live Oak,30.18062,-97.812128,Unknown,Yes,,
,5734,5/1/08,2000s,2008,"Live Oak, Red Oak",30.184982,-97.828591,Unknown,Yes,,Yes
,14526,5/5/08,2000s,2008,Live Oak,30.184564,-97.885951,Unknown,Yes,Yes,
,5829,5/8/08,2000s,2008,Live Oak,30.252207,-97.779672,Unknown,Yes,,
,5769,5/13/08,2000s,2008,"Live Oak, Red Oak",30.360502,-97.770916,Unknown,Yes,,
,14592,5/13/08,2000s,2008,Live Oak,30.203691,-97.8831,Unknown,Yes,,Yes
,5807,5/19/08,2000s,2008,Live Oak,30.221006,-97.85052,Unknown,Yes,,Yes
,5809,5/19/08,2000s,2008,Live Oak,30.226835,-97.864678,Unknown,Yes,Yes,
,5892,5/21/08,2000s,2008,Live Oak,30.225568,-97.79147,Unknown,Yes,,
,5776,5/22/08,2000s,2008,Live Oak,30.249254,-97.786492,Unknown,Yes,Yes,
,5776,5/22/08,2000s,2008,Live Oak,30.250043,-97.786474,Unknown,Yes,Yes,
,5735,5/28/08,2000s,2008,Live Oak,30.179999,-97.848374,Unknown,Yes,Yes,
,14549,6/1/08,2000s,2008,Live Oak,30.490999,-97.767432,Private,Yes,,
,14526,6/2/08,2000s,2008,Live Oak,30.190366,-97.890466,Unknown,Yes,,
,14506,6/3/08,2000s,2008,Live Oak,30.426396,-97.718991,Unknown,Yes,Yes,
,5691,6/12/08,2000s,2008,Live Oak,30.369477,-97.664633,Unknown,Yes,Yes,
,14549,6/13/08,2000s,2008,Live Oak,30.490697,-97.767302,Private,Yes,,
,14549,6/13/08,2000s,2008,Live Oak,30.490836,-97.767358,Private,Yes,,
,5803,6/16/08,2000s,2008,Live Oak,30.249854,-97.8292,Unknown,Yes,Yes,
,5807,6/17/08,2000s,2008,Live Oak,30.246834,-97.876218,Unknown,Yes,Yes,
,14549,6/17/08,2000s,2008,Live Oak,30.48983,-97.767516,Unknown,Yes,Yes,
,5702,6/23/08,2000s,2008,Live Oak,30.248132,-97.746,Unknown,Yes,,
,5802,7/10/08,2000s,2008,Live Oak,30.249658,-97.824958,Unknown,Yes,,
,5724,7/15/08,2000s,2008,Live Oak,30.261911,-97.799549,Unknown,Yes,,
,5723,7/28/08,2000s,2008,Live Oak,30.263633,-97.805398,Unknown,Yes,Yes,
,5723,7/28/08,2000s,2008,Live Oak,30.263844,-97.805089,Unknown,Yes,,
,5736,7/28/08,2000s,2008,Live Oak,30.187952,-97.868641,Unknown,Yes,,
,5724,8/13/08,2000s,2008,Live Oak,30.26309,-97.799741,Unknown,Yes,,
,14642,8/13/08,2000s,2008,Live Oak,30.436877,-97.770603,Unknown,Yes,,
,5735,8/14/08,2000s,2008,Live Oak,30.147122,-97.843095,Unknown,Yes,,Yes
,14556,8/14/08,2000s,2008,Live Oak,30.200165,-97.821229,Unknown,Yes,,
,5723,8/20/08,2000s,2008,Live Oak,30.263473,-97.805209,Unknown,Yes,Yes,
,5681,9/1/08,2000s,2008,Live Oak,30.414706,-97.682487,Private,Yes,,
,5681,9/1/08,2000s,2008,Live Oak,30.414546,-97.682054,Private,Yes,,
,5800,9/9/08,2000s,2008,"Live Oak, Red Oak",30.244359,-97.826835,Unknown,Yes,Yes,Yes
,14557,9/9/08,2000s,2008,Live Oak,30.211686,-97.883682,Unknown,Yes,Yes,Yes
,14529,9/11/08,2000s,2008,Live Oak,30.209911,-97.885577,Unknown,Yes,,
,5669,9/23/08,2000s,2008,Live Oak,30.423499,-97.734681,Unknown,Yes,Yes,
,5669,9/23/08,2000s,2008,Live Oak,30.422561,-97.734104,Private,Yes,,
,5727,10/1/08,2000s,2008,Live Oak,30.248919,-97.792712,Unknown,Yes,,
,5807,10/2/08,2000s,2008,Live Oak,30.231575,-97.856627,Unknown,Yes,,
,5782,10/7/08,2000s,2008,Live Oak,30.238352,-97.766108,Unknown,Yes,,
,14525,11/6/08,2000s,2008,Live Oak,30.261755,-97.806655,Unknown,Yes,,
,5800,11/13/08,2000s,2008,Live Oak,30.24324,-97.831768,Unknown,Yes,Yes,Yes
,5829,11/17/08,2000s,2008,"Live Oak, Red Oak",30.252449,-97.777723,Unknown,Yes,,
,14627,11/18/08,2000s,2008,Live Oak,30.187081,-97.82228,Unknown,Yes,Yes,
,14561,12/11/08,2000s,2008,Live Oak,30.265187,-97.805837,Unknown,Yes,Yes,
,14561,12/11/08,2000s,2008,Live Oak,30.265528,-97.806021,Private,Yes,Yes,Yes
,14623,12/11/08,2000s,2008,Live Oak,30.200908,-97.866972,Unknown,Yes,,
,5739,12/18/08,2000s,2008,Live Oak,30.183369,-97.77671,Unknown,Yes,,
,5807,1/13/09,2000s,2009,Live Oak,30.247009,-97.873595,Unknown,Yes,Yes,
,14031,2/9/09,2000s,2009,Live Oak,30.210441,-97.850004,Unknown,Yes,,Yes
,5743,2/17/09,2000s,2009,Live Oak,30.25121,-97.792475,Unknown,Yes,,Yes
,5778,2/17/09,2000s,2009,"Live Oak, Red Oak",30.194715,-97.804313,Unknown,Yes,,
,14549,2/19/09,2000s,2009,Live Oak,30.488673,-97.766437,Unknown,Yes,,
,14630,2/23/09,2000s,2009,Live Oak,30.209581,-97.878297,Unknown,Yes,,Yes
,14522,2/25/09,2000s,2009,Live Oak,30.20894,-97.879007,Unknown,Yes,,
,14629,2/25/09,2000s,2009,Live Oak,30.209192,-97.878952,Unknown,Yes,,
,5800,3/3/09,2000s,2009,Live Oak,30.24324,-97.831768,Unknown,Yes,,Yes
,5769,3/9/09,2000s,2009,Live Oak,30.360115,-97.76788,Unknown,Yes,,
,5735,3/10/09,2000s,2009,"Live Oak, Pin Oak",30.178467,-97.852602,Unknown,Yes,,
,14592,3/10/09,2000s,2009,Live Oak,30.207778,-97.886425,Unknown,Yes,,
,14626,3/16/09,2000s,2009,Live Oak,30.201817,-97.820197,Unknown,Yes,,
,14626,3/16/09,2000s,2009,Live Oak,30.202083,-97.819738,Unknown,Yes,,
,14626,3/16/09,2000s,2009,Live Oak,30.202222,-97.820134,Private,Yes,,
,5670,3/25/09,2000s,2009,Live Oak,30.421739,-97.725871,Unknown,Yes,,
,11549,3/25/09,2000s,2009,Live Oak,30.460601,-97.810349,Unknown,Yes,,
,16730,3/25/09,2000s,2009,Live Oak,30.198886,-97.831024,Unknown,Yes,,
,14526,3/26/09,2000s,2009,Live Oak,30.185353,-97.89093,Unknown,Yes,,
,16684,3/26/09,2000s,2009,Live Oak,30.222363,-97.859322,Unknown,Yes,,
,14572,3/30/09,2000s,2009,Live Oak,30.384461,-97.672562,Unknown,Yes,,
,5800,4/2/09,2000s,2009,Live Oak,30.244359,-97.826835,Unknown,Yes,,Yes
,5670,4/8/09,2000s,2009,Live Oak,30.425354,-97.727525,Unknown,Yes,,
,14570,4/8/09,2000s,2009,Live Oak,30.421344,-97.725909,Unknown,Yes,,
,5734,4/14/09,2000s,2009,"Live Oak, Red Oak",30.180318,-97.829177,Unknown,Yes,,
,5769,4/14/09,2000s,2009,Live Oak,30.360849,-97.770798,Unknown,Yes,Yes,
,16871,4/14/09,2000s,2009,Live Oak,30.439452,-97.789882,Unknown,Yes,,
,5670,4/28/09,2000s,2009,Live Oak,30.422524,-97.728415,Unknown,Yes,,
,14576,4/28/09,2000s,2009,Live Oak,30.486458,-97.765991,Unknown,Yes,,
,5691,4/29/09,2000s,2009,"Live Oak, Red Oak, Shumard Oak",30.369051,-97.664404,Unknown,Yes,,
,16784,4/29/09,2000s,2009,"Live Oak, Red Oak",30.39445,-97.692286,Unknown,Yes,,
,14626,5/6/09,2000s,2009,Live Oak,30.201817,-97.820197,Unknown,Yes,,
,5691,5/7/09,2000s,2009,Live Oak,30.367282,-97.670046,Unknown,Yes,,
,5809,5/7/09,2000s,2009,Live Oak,30.226562,-97.864611,Unknown,Yes,,
,5809,5/13/09,2000s,2009,Live Oak,30.226245,-97.863722,Unknown,Yes,,Yes
,5669,5/18/09,2000s,2009,Live Oak,30.422448,-97.7326,Unknown,Yes,,
,5771,5/19/09,2000s,2009,Live Oak,30.303714,-97.770785,Unknown,Yes,,
,5778,5/21/09,2000s,2009,"Live Oak, Red Oak",30.193068,-97.802442,Unknown,Yes,,
,14577,5/26/09,2000s,2009,Live Oak,30.219396,-97.8573,Unknown,Yes,Yes,
,5762,6/2/09,2000s,2009,Live Oak,30.339631,-97.779994,Unknown,Yes,,
,5768,6/4/09,2000s,2009,Live Oak,30.354637,-97.764897,Unknown,Yes,,
,14522,6/8/09,2000s,2009,Live Oak,30.209364,-97.88538,Unknown,Yes,,
,5669,6/9/09,2000s,2009,Live Oak,30.423376,-97.73251,Unknown,Yes,,
,5669,6/9/09,2000s,2009,"Live Oak, Red Oak",30.42343,-97.73275,Unknown,Yes,,
,5722,6/11/09,2000s,2009,Live Oak,30.263481,-97.797287,Unknown,Yes,,
,5800,6/16/09,2000s,2009,"Live Oak, Red Oak",30.244485,-97.826645,Unknown,Yes,,Yes
,5782,7/1/09,2000s,2009,Live Oak,30.238252,-97.766876,Unknown,Yes,Yes,
,5849,7/1/09,2000s,2009,Live Oak,30.429604,-97.70422,Unknown,Yes,,
,14542,7/2/09,2000s,2009,"Live Oak, Pin Oak",30.185107,-97.885784,Unknown,Yes,,
,14525,7/9/09,2000s,2009,Live Oak,30.262428,-97.806224,Unknown,Yes,,
,16684,7/16/09,2000s,2009,Live Oak,30.222287,-97.859015,Unknown,Yes,,
,5784,7/21/09,2000s,2009,Live Oak,30.220291,-97.781679,Unknown,Yes,,
,14534,7/27/09,2000s,2009,Live Oak,30.202466,-97.81724,Unknown,Yes,,Yes
,5681,8/25/09,2000s,2009,Live Oak,30.414638,-97.682276,Unknown,Yes,,
,5807,9/21/09,2000s,2009,Live Oak,30.221756,-97.853604,Unknown,Yes,,
,5804,10/29/09,2000s,2009,Live Oak,30.239548,-97.855172,Unknown,Yes,,
,5800,11/2/09,2000s,2009,Live Oak,30.237259,-97.831249,Unknown,Yes,,Yes
,5702,11/3/09,2000s,2009,Live Oak,30.248192,-97.745589,Unknown,Yes,Yes,
,5778,11/4/09,2000s,2009,Live Oak,30.192326,-97.802859,Unknown,Yes,Yes,
,5771,11/10/09,2000s,2009,Live Oak,30.303167,-97.770953,Private,Yes,,
,5771,11/10/09,2000s,2009,Live Oak,30.303714,-97.770785,Unknown,Yes,,
,5669,1/11/10,2010s,2010,Live Oak,30.422424,-97.732618,Unknown,Yes,,
,5669,1/11/10,2010s,2010,Live Oak,30.422465,-97.732915,Unknown,Yes,Yes,
,14583,1/23/10,2010s,2010,"Live Oak, Red Oak",30.185672,-97.873412,Unknown,Yes,Yes,
,5735,2/16/10,2010s,2010,Live Oak,30.14327,-97.84956,Unknown,Yes,Yes,
,5685,2/22/10,2010s,2010,Live Oak,30.384742,-97.677359,Unknown,Yes,,Yes
,14506,2/22/10,2010s,2010,Live Oak,30.426594,-97.721003,Unknown,Yes,,
,5829,2/23/10,2010s,2010,Live Oak,30.252353,-97.780518,Unknown,Yes,Yes,
,5802,3/2/10,2010s,2010,Live Oak,30.244342,-97.823564,Unknown,Yes,Yes,
,5849,3/10/10,2010s,2010,Live Oak,30.433845,-97.714655,Unknown,Yes,Yes,
,5670,4/20/10,2010s,2010,Live Oak,30.42261,-97.728505,Unknown,Yes,,
,5771,4/28/10,2010s,2010,Live Oak,30.30384,-97.77118,Unknown,Yes,,
,5771,5/11/10,2010s,2010,Live Oak,30.303318,-97.770458,Unknown,Yes,,
,5829,5/11/10,2010s,2010,Live Oak,30.252348,-97.780828,Unknown,Yes,,
,5771,5/12/10,2010s,2010,Live Oak,30.301666,-97.775259,Unknown,Yes,,
,5691,5/18/10,2010s,2010,Live Oak,30.367195,-97.669836,Unknown,Yes,,Yes
,5783,5/19/10,2010s,2010,Live Oak,30.230739,-97.777698,Unknown,Yes,,
,14538,5/19/10,2010s,2010,Live Oak,30.200733,-97.850262,Unknown,Yes,,
,14587,5/25/10,2010s,2010,Live Oak,30.187494,-97.842045,Unknown,Yes,,
,5743,5/27/10,2010s,2010,Live Oak,30.253675,-97.790426,Unknown,Yes,,
,14581,6/1/10,2010s,2010,Live Oak,30.429546,-97.705329,Unknown,Yes,,Yes
,5824,6/2/10,2010s,2010,Live Oak,30.195199,-97.826623,Unknown,Yes,,Yes
,14588,6/2/10,2010s,2010,Live Oak,30.188815,-97.882109,Unknown,Yes,,
,14588,6/2/10,2010s,2010,Live Oak,30.188321,-97.881856,Unknown,Yes,,
,5762,6/3/10,2010s,2010,Live Oak,30.340446,-97.77897,Unknown,Yes,,
,5783,6/10/10,2010s,2010,"Live Oak, Red Oak",30.230066,-97.77854,Unknown,Yes,,
,14589,6/14/10,2010s,2010,Live Oak,30.416225,-97.727375,Unknown,Yes,,
,14589,6/14/10,2010s,2010,Live Oak,30.41648,-97.727701,Private,Yes,Yes,
,14589,6/14/10,2010s,2010,Live Oak,30.416678,-97.727573,Private,Yes,Yes,
,14589,6/15/10,2010s,2010,Live Oak,30.415949,-97.727467,Unknown,Yes,,
,14556,7/12/10,2010s,2010,Live Oak,30.200378,-97.820704,Unknown,Yes,,Yes
,14590,7/12/10,2010s,2010,Live Oak,30.185434,-97.884667,Unknown,Yes,,
,5804,7/15/10,2010s,2010,Live Oak,30.244003,-97.849617,Unknown,Yes,,
,14591,7/26/10,2010s,2010,"Live Oak, Red Oak",30.255054,-97.780926,Unknown,Yes,,Yes
,14591,7/27/10,2010s,2010,Live Oak,30.254816,-97.781,Unknown,Yes,,
,5771,7/29/10,2010s,2010,"Live Oak, Red Oak",30.301666,-97.775259,Unknown,Yes,,
,5829,7/29/10,2010s,2010,Live Oak,30.25144,-97.780918,Unknown,Yes,,
,5794,8/9/10,2010s,2010,Live Oak,30.195119,-97.814789,Unknown,Yes,,
,5807,8/11/10,2010s,2010,Live Oak,30.2322,-97.855937,Unknown,Yes,,
,5817,8/16/10,2010s,2010,Live Oak,30.207397,-97.844378,Unknown,Yes,,
,5734,8/19/10,2010s,2010,Live Oak,30.181649,-97.827169,Unknown,Yes,,Yes
,5669,8/23/10,2010s,2010,Live Oak,30.422955,-97.732509,Unknown,Yes,,
,5768,8/31/10,2010s,2010,Live Oak,30.354637,-97.764897,Unknown,Yes,,
,5768,8/31/10,2010s,2010,"Live Oak, Red Oak",30.354742,-97.765237,Unknown,Yes,,
,5734,9/2/10,2010s,2010,Live Oak,30.180519,-97.827773,Unknown,Yes,,
,5797,9/13/10,2010s,2010,Live Oak,30.195831,-97.812162,Unknown,Yes,,
,5803,9/13/10,2010s,2010,Live Oak,30.246031,-97.829595,Unknown,Yes,,
,5710,9/14/10,2010s,2010,Live Oaks,30.426691,-97.769331,Unknown,Yes,Yes,Yes
,14595,9/28/10,2010s,2010,Live Oak,30.390876,-97.682318,Unknown,Yes,,
,14514,10/5/10,2010s,2010,Live Oak,30.426473,-97.719395,Unknown,Yes,,
,14601,10/25/10,2010s,2010,Live Oak,30.284775,-97.827761,Unknown,Yes,,
,14593,10/28/10,2010s,2010,Live Oak,30.427604,-97.715258,Unknown,Yes,,
,5702,11/10/10,2010s,2010,Live Oak,30.248192,-97.745589,Unknown,Yes,,
,14594,11/17/10,2010s,2010,Live Oak,30.385845,-97.849846,Unknown,Yes,,
,16814,11/24/10,2010s,2010,Live Oak,30.128891,-97.801545,Unknown,Yes,,Yes
,5735,11/29/10,2010s,2010,Live Oak,30.181113,-97.845725,Unknown,Yes,,
,14595,12/22/10,2010s,2010,Live Oak,30.389517,-97.681238,Unknown,Yes,,
,16753,1/18/11,2010s,2011,Live Oak,30.401885,-97.704013,Unknown,Yes,,
,14638,1/19/11,2010s,2011,Live Oak,30.313881,-97.779288,Public,Yes,,
,14583,1/21/11,2010s,2011,"Live Oak, Red Oak",30.185672,-97.873412,Unknown,Yes,,
,5817,2/15/11,2010s,2011,Live Oak,30.207479,-97.844955,Unknown,Yes,,
,14514,3/31/11,2010s,2011,Live Oak,30.425946,-97.719313,Unknown,Yes,,
,5669,4/7/11,2010s,2011,Live Oak,30.42375,-97.732142,Unknown,Yes,,
,14596,4/12/11,2010s,2011,Live Oak,30.247969,-97.876082,Unknown,Yes,,
,5829,4/14/11,2010s,2011,Live Oak,30.251357,-97.778434,Unknown,Yes,,
,5736,4/18/11,2010s,2011,Live Oak,30.18816,-97.865169,Unknown,Yes,Yes,
,16705,4/19/11,2010s,2011,Live Oak,30.196495,-97.795519,Unknown,Yes,,Yes
,16888,4/20/11,2010s,2011,Live Oak,30.391852,-97.693636,Unknown,Yes,,
,5806,4/21/11,2010s,2011,Live Oak,30.229749,-97.850096,Unknown,Yes,,
,5829,4/25/11,2010s,2011,Live Oak,30.251309,-97.778046,Public,Yes,,
,5829,4/25/11,2010s,2011,Live Oak,30.251303,-97.778039,Municipal - ROW,Yes,,
,14561,4/26/11,2010s,2011,Live Oak,30.266015,-97.805524,Unknown,Yes,,
,14561,4/26/11,2010s,2011,Live Oak,30.266233,-97.805975,Unknown,Yes,,
,5669,4/27/11,2010s,2011,Live Oak,30.422504,-97.732618,Unknown,Yes,,
,5669,4/27/11,2010s,2011,Live Oak,30.422678,-97.735271,Unknown,Yes,,Yes
,14599,4/27/11,2010s,2011,Live Oak,30.451092,-97.806221,Unknown,Yes,,
,5771,5/1/11,2010s,2011,Live Oak,30.304315,-97.769949,Public,Yes,,
,5771,5/1/11,2010s,2011,Live Oak,30.30431,-97.769941,Municipal - ROW,Yes,,
,5797,5/2/11,2010s,2011,"Live Oak, Red Oak",30.19543,-97.811174,Unknown,Yes,,
,14600,5/2/11,2010s,2011,Live Oak,30.208919,-97.85623,Unknown,Yes,,
,5806,5/4/11,2010s,2011,Live Oak,30.230649,-97.850095,Unknown,Yes,,
,5671,5/5/11,2010s,2011,Live Oak,30.421706,-97.72358,Unknown,Yes,,
,5671,5/5/11,2010s,2011,Live Oak,30.421766,-97.723246,Private,Yes,,
,5691,5/5/11,2010s,2011,Live Oak,30.368624,-97.6641,Unknown,Yes,,
,16840,5/10/11,2010s,2011,Live Oak,30.402466,-97.782893,Unknown,Yes,,
,5771,5/19/11,2010s,2011,Live Oak,30.3043,-97.769669,Unknown,Yes,,
,5817,6/2/11,2010s,2011,Live Oak,30.207397,-97.844378,Unknown,Yes,Yes,
,5829,6/7/11,2010s,2011,Live Oak,30.251754,-97.778212,Unknown,Yes,,
,14549,6/9/11,2010s,2011,Live Oak,30.489505,-97.76831,Unknown,Yes,,
,14603,6/9/11,2010s,2011,Live Oak,30.412709,-97.768272,Unknown,Yes,,
,5758,6/14/11,2010s,2011,Live Oak,30.328399,-97.76408,Unknown,Yes,,Yes
,5818,6/15/11,2010s,2011,Live Oak,30.204414,-97.848531,Unknown,Yes,,
,5691,6/21/11,2010s,2011,Live Oak,30.366102,-97.665974,Unknown,Yes,,
,14532,7/1/11,2010s,2011,Live Oak,30.408669,-97.759445,Private,Yes,,
,14561,7/19/11,2010s,2011,Live Oak,30.264793,-97.806596,Unknown,Yes,,
,14595,7/19/11,2010s,2011,Live Oak,30.390876,-97.682318,Unknown,Yes,,Yes
,14599,7/26/11,2010s,2011,Live Oak,30.451159,-97.805679,Unknown,Yes,,
,14602,7/27/11,2010s,2011,Live Oak,30.343218,-97.774838,Unknown,Yes,,
